day_of_week,date_time,sensor_sense
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:47,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:48,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:49,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:50,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:51,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:52,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:53,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:54,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:55,480
Mon,11/4/2019 0:56,480
